,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,vote_count,vote_average,release_year,release_day,release_month,season
2958,0.931752,25000000,70442940,The House Bunny,Anna Faris,Fred Wolf,97,Romance,Columbia Pictures,299,5.6,2008,Friday,August,Summer
2962,0.885215,62000000,41819064,The Love Guru,Mike Myers,Marco Schnabel,87,Comedy,Paramount Pictures,144,4.5,2008,Friday,June,Summer
2963,0.879116,120000000,93945766,Speed Racer,Emile Hirsch,Lana Wachowski|Lilly Wachowski,135,Family,Village Roadshow Pictures,194,5.6,2008,Friday,May,Spring
2968,0.826564,55000000,127906624,The Forbidden Kingdom,Jackie Chan,Rob Minkoff,104,Action,Casey Silver Productions,243,6.2,2008,Friday,April,Spring
2973,0.798582,22000000,23530831,Traitor,Don Cheadle,Jeffrey Nachmanoff,114,Drama,Hyde Park Films,98,6.2,2008,Saturday,August,Summer
2974,0.787623,90000000,201596308,You Don't Mess With the Zohan,Adam Sandler,Dennis Dugan,113,Comedy,Columbia Pictures,606,5.6,2008,Thursday,June,Summer
2977,0.774511,35000000,32483410,Untraceable,Diane Lane,Gregory Hoblit,101,Drama,Lakeshore Entertainment,119,5.8,2008,Tuesday,January,Winter
2980,0.764367,9000000,82391145,The Strangers,Liv Tyler,Bryan Bertino,90,Thriller,Rogue Pictures,241,5.9,2008,Thursday,May,Spring
2982,0.7596729999999989,20000000,54586584,Milk,Sean Penn,Gus Van Sant,128,History,Focus Features,325,7.1,2008,Wednesday,November,Fall
2988,0.721663,55000000,17869048,City of Ember,Saoirse Ronan,Gil Kenan,90,Adventure,Playtone,358,6.1,2008,Tuesday,October,Fall
2993,0.714882,18000000,25739015,RockNRolla,Mark Strong,Guy Ritchie,114,Action,StudioCanal,508,6.8,2008,Thursday,September,Fall
2994,0.709809,12000000,56309766,The Eye,Jessica Alba,David Moreau|Xavier Palud,98,Drama,Paramount Vantage,171,5.6,2008,Friday,February,Winter
2996,0.6964060000000001,45000000,42487390,Bangkok Dangerous,Nicolas Cage,Oxide Pang Chun|Danny Pang,99,Action,Virtual Studios,231,5.0,2008,Thursday,August,Summer
2997,0.68675,30000000,84646831,Meet the Spartans,Sean Maguire,Jason Friedberg|Aaron Seltzer,84,Comedy,Regency Enterprises,182,4.0,2008,Thursday,January,Winter
3003,0.66173,60000000,39031337,The Spirit,Gabriel Macht,Frank Miller,103,Action,DC Comics,205,4.6,2008,Thursday,December,Winter
3008,0.6450640000000001,18000000,382174,The Informers,Billy Bob Thornton,Gregor Jordan,98,Action,Senator Entertainment Co,29,4.3,2008,Wednesday,November,Fall
3009,0.642656,60000000,163403799,The Happening,Mark Wahlberg,M. Night Shyamalan,91,Thriller,Spyglass Entertainment,490,4.8,2008,Wednesday,June,Summer
3017,0.6204890000000001,65000000,415252786,Sex and the City,Sarah Jessica Parker,Michael Patrick King,145,Comedy,New Line Cinema,309,6.1,2008,Monday,May,Spring
3018,0.615524,15000000,8762890,The Rocker,Rainn Wilson,Peter Cattaneo,102,Comedy,Fox Atomic,78,5.4,2008,Wednesday,August,Summer
3020,0.6067,60000000,50877145,The Tale of Despereaux,Matthew Broderick,Robert Stevenhagen|Sam Fell,100,Animation,Universal Pictures Corporation,174,5.7,2008,Wednesday,October,Fall
3024,0.595488,11000000,38105395,The Secret Life of Bees,Dakota Fanning,Gina Prince-Bythewood,114,Adventure,Fox Searchlight Pictures,80,7.2,2008,Wednesday,September,Fall
3042,0.5319050000000001,8500000,8936663,Ong Bak 2,Tony Jaa,Tony Jaa|Panna Rittikrai,98,Adventure,Iyara Films,88,6.2,2008,Thursday,December,Winter
3044,0.5273979999999989,30000000,31148328,Pride and Glory,Edward Norton,Gavin O'Connor,130,Thriller,New Line Cinema,118,6.3,2008,Tuesday,September,Fall
3048,0.517412,30000000,63833449,Baby Mama,Tina Fey,Michael McCullers,99,Comedy,Relativity Media,130,5.8,2008,Wednesday,April,Spring
3053,0.5052909999999989,20000000,13204291,Brideshead Revisited,Matthew Goode,Julian Jarrold,133,Drama,BBC Films,30,6.0,2008,Friday,July,Summer
3056,0.49916499999999997,20000000,5530764,The Brothers Bloom,Rachel Weisz,Rian Johnson,114,Adventure,The Weinstein Company,110,6.8,2008,Tuesday,September,Fall
3057,0.498026,60000000,50650079,Meet Dave,Eddie Murphy,Brian Robbins,90,Comedy,20th Century Fox,205,5.1,2008,Tuesday,July,Summer
3061,0.480116,3500000,5231128,Justice League: The New Frontier,David Boreanaz,Dave Bullock,75,Action,Warner Bros. Entertainment,66,6.3,2008,Tuesday,February,Winter
3085,0.42702299999999893,2000000,38135878,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,Konstantin Khabenskiy,Andrey Kravchuk,123,Action,Film Direction,28,6.7,2008,Friday,June,Summer
3089,0.421518,37000000,63800345,Space Chimps,Andy Samberg,Kirk De Micco,81,Animation,Starz Media,60,5.1,2008,Thursday,July,Summer
3118,0.36839099999999997,25000000,6673422,What Just Happened,Bruce Willis,Barry Levinson,104,Comedy,2929 Productions,68,5.1,2008,Friday,October,Fall
3134,0.812489,25000000,14109284,Disaster Movie,Matt Lanter,Jason Friedberg|Aaron Seltzer,87,Action,Grosvenor Park Media Ltd.,130,3.3,2008,Friday,August,Summer
3143,0.33511599999999997,20000000,36620508,My Best Friend's Girl,Dane Cook,Howard Deutch,101,Comedy,Lionsgate,127,5.3,2008,Friday,September,Fall
3147,0.326352,15000000,3533227,The Midnight Meat Train,Bradley Cooper,RyÃ»hei Kitamura,98,Mystery,Lions Gate Films,130,5.7,2008,Thursday,August,Summer
3176,0.282905,25100000,29506464,W.,Josh Brolin,Oliver Stone,131,Drama,Ixtlan Productions,71,5.6,2008,Friday,October,Fall
3180,0.280555,500000,33456317,Fireproof,Kirk Cameron,Alex Kendrick,122,Drama,Carmel Entertainment,54,7.5,2008,Friday,September,Fall
3183,0.278543,7000000,10569964,Smart People,Dennis Quaid,Noam Murro,95,Comedy,Miramax Films,34,5.5,2008,Friday,April,Spring
3215,0.239048,4000000,530048,Oorlogswinter,Martijn Lakemeier,Martin Koolhoven,103,Drama,Max TV,41,6.8,2008,Monday,November,Fall
3257,0.168979,5000000,4040588,Bottle Shock,Alan Rickman,Randall Miller,110,Comedy,Zininsa Film Production,31,6.4,2008,Wednesday,August,Summer
3291,0.086287,2500000,107559,Sleep Dealer,Leonor Varela,Alex Rivera,90,Drama,Likely Story,18,5.8,2008,Wednesday,December,Winter
3340,0.021371,3500000,7700000,Expelled: No Intelligence Allowed,Ben Stein,Nathan Frankowski,90,Documentary,Premise Media Corporation,12,4.5,2008,Friday,April,Spring
3372,7.959227999999991,140000000,370569774,Captain America: The First Avenger,Chris Evans,Joe Johnston,124,Action,Marvel Studios,5025,6.5,2011,Friday,July,Summer
3374,5.711315,125000000,1327817822,Harry Potter and the Deathly Hallows: Part 2,Daniel Radcliffe,David Yates,130,Adventure,Warner Bros.,3750,7.7,2011,Thursday,July,Summer
3375,4.9551300000000005,380000000,1021683000,Pirates of the Caribbean: On Stranger Tides,Johnny Depp,Rob Marshall,136,Adventure,Walt Disney Pictures,3180,6.3,2011,Wednesday,May,Spring
3376,4.50453,93000000,482860185,Rise of the Planet of the Apes,Andy Serkis,Rupert Wyatt,105,Thriller,20th Century Fox,2578,6.9,2011,Wednesday,August,Summer
3377,4.12352,150000000,444115007,Thor,Chris Hemsworth,Kenneth Branagh,115,Adventure,Marvel Studios,4485,6.5,2011,Thursday,April,Spring
3378,3.5961879999999997,40000000,173930596,In Time,Justin Timberlake,Andrew Niccol,109,Action,Regency Enterprises,2068,6.6,2011,Thursday,October,Fall
3379,3.355611,50000000,28931401,Drive Angry,Nicolas Cage,Patrick Lussier,105,Fantasy,Summit Entertainment,378,5.3,2011,Thursday,February,Winter
3380,3.1866790000000003,40000000,51070807,The Mechanic,Jason Statham,Simon West,93,Action,CBS Films,678,6.3,2011,Thursday,January,Winter
3381,2.9944740000000003,32000000,147332697,Source Code,Jake Gyllenhaal,Duncan Jones,93,Thriller,The Mark Gordon Company,1668,7.0,2011,Wednesday,March,Spring
3382,2.9527400000000004,145000000,694713380,Mission: Impossible - Ghost Protocol,Tom Cruise,Brad Bird,133,Action,Paramount Pictures,3036,6.7,2011,Wednesday,December,Winter
3383,2.924415,50000000,142851197,"Crazy, Stupid, Love.",Steve Carell,Glenn Ficarra|John Requa,118,Comedy,Warner Bros.,1577,6.9,2011,Friday,July,Summer
3384,2.776061,90000000,232617430,The Girl with the Dragon Tattoo,Daniel Craig,David Fincher,158,Thriller,Columbia Pictures,1679,7.1,2011,Wednesday,December,Winter
3385,2.754426,27000000,161849455,Limitless,Bradley Cooper,Neil Burger,105,Thriller,Rogue Pictures,2445,7.0,2011,Tuesday,March,Spring
3386,2.726573,150000000,665692281,Kung Fu Panda 2,Jack Black,Jennifer Yuh,91,Animation,DreamWorks Animation,1207,6.6,2011,Wednesday,May,Spring
3387,2.690458,80000000,214918407,Just Go With It,Jennifer Aniston,Dennis Dugan,117,Romance,Columbia Pictures,1010,6.3,2011,Thursday,February,Winter
3388,2.686643,35000000,117000000,Horrible Bosses,Jennifer Aniston,Seth Gordon,98,Comedy,New Line Cinema,1417,6.4,2011,Friday,July,Summer
3389,2.6570139999999998,110000000,299268508,Real Steel,Hugh Jackman,Shawn Levy,127,Action,DreamWorks SKG,1856,6.5,2011,Wednesday,September,Fall
3390,2.633754,35000000,150483765,Friends with Benefits,Justin Timberlake,Will Gluck,109,Comedy,Castle Rock Entertainment,1366,6.5,2011,Thursday,July,Summer
3391,2.6042490000000003,20000000,216197492,Bad Teacher,Jason Segel,Jake Kasdan,92,Comedy,Columbia Pictures,953,5.4,2011,Monday,May,Spring
3392,2.579776,125000000,334615000,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.,Guy Ritchie,129,Adventure,Village Roadshow Pictures,2710,6.9,2011,Tuesday,November,Fall
3393,2.454226,200000000,559852396,Cars 2,Larry the Cable Guy,John Lasseter|Brad Lewis,106,Animation,Walt Disney Pictures,1277,5.8,2011,Saturday,June,Summer
3394,2.4198049999999998,200000000,219851172,Green Lantern,Ryan Reynolds,Martin Campbell,114,Adventure,De Line Pictures,1654,5.1,2011,Thursday,June,Summer
3395,2.4115330000000004,80000000,254455986,The Hangover Part II,Bradley Cooper,Todd Phillips,102,Comedy,Legendary Pictures,2601,6.1,2011,Wednesday,May,Spring
3396,2.2525049999999998,25000000,147780440,No Strings Attached,Natalie Portman,Ivan Reitman,108,Comedy,Paramount Pictures,859,6.1,2011,Wednesday,January,Winter
3397,2.2343,130000000,371940071,The Adventures of Tintin,Jamie Bell,Steven Spielberg,107,Adventure,Paramount Pictures,1448,6.6,2011,Tuesday,October,Fall
3398,2.208685,32500000,288383523,Bridesmaids,Kristen Wiig,Paul Feig,125,Romance,Universal Pictures,1145,6.5,2011,Thursday,April,Spring
3399,2.164361,36000000,83160734,Hall Pass,Owen Wilson,Bobby Farrelly|Peter Farrelly,105,Comedy,New Line Cinema,423,5.4,2011,Friday,February,Winter
3400,2.0267169999999997,50000000,260095987,Super 8,Joel Courtney,J.J. Abrams,112,Thriller,Paramount Pictures,1527,6.6,2011,Wednesday,June,Summer
3401,1.9728259999999997,82000000,89792502,Sucker Punch,Emily Browning,Zack Snyder,110,Action,Legendary Pictures,1007,5.9,2011,Thursday,March,Spring
3402,1.934043,42000000,89162162,Red Riding Hood,Amanda Seyfried,Catherine Hardwicke,100,Thriller,Appian Way,533,5.5,2011,Friday,March,Spring
3403,1.888096,110000000,712171856,The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart,Bill Condon,117,Adventure,Summit Entertainment,1658,5.8,2011,Tuesday,March,Spring
3407,1.821261,32000000,54674226,The Tree of Life,Brad Pitt,Terrence Malick,139,Drama,Fox Searchlight,582,6.5,2011,Wednesday,May,Spring
3408,1.794214,50000000,144492830,I Am Number Four,Alex Pettyfer,D.J. Caruso,109,Action,DreamWorks SKG,1016,6.0,2011,Friday,February,Winter
3409,1.710793,90000000,484635760,Rio,Jesse Eisenberg,Carlos Saldanha,96,Animation,Blue Sky Studios,1530,6.5,2011,Sunday,April,Spring
3410,1.6444720000000002,15000000,133432856,The Artist,Jean Dujardin,Michel Hazanavicius,100,Drama,France 3 CinÃ©ma,651,7.2,2011,Sunday,May,Spring
3411,1.64314,80000000,169852759,Zookeeper,Kevin James,Frank Coraci,102,Comedy,Columbia Pictures,327,5.4,2011,Wednesday,July,Summer
3412,1.6402560000000002,163000000,174822325,Cowboys & Aliens,Daniel Craig,Jon Favreau,119,Action,Imagine Entertainment,1363,5.4,2011,Friday,July,Summer
3414,1.592819,66000000,177584879,War Horse,Tom Hiddleston,Steven Spielberg,146,Drama,DreamWorks SKG,611,6.9,2011,Sunday,December,Winter
3415,1.531633,8000000,39187783,50/50,Joseph Gordon-Levitt,Jonathan Levine,100,Comedy,Summit Entertainment,773,6.8,2011,Friday,September,Fall
3416,1.499109,135000000,245724603,Rango,Johnny Depp,Gore Verbinski,107,Animation,Paramount Pictures,1385,6.5,2011,Wednesday,March,Spring
3417,1.493933,52000000,75450437,The Change-Up,Olivia Wilde,David Dobkin,112,Comedy,Universal Pictures,440,5.9,2011,Friday,August,Summer
3418,1.488615,170000000,185770160,Hugo,Asa Butterfield,Martin Scorsese,126,Adventure,Paramount Pictures,1257,6.8,2011,Tuesday,November,Fall
3419,1.482692,40000000,85412898,The Lincoln Lawyer,Matthew McConaughey,Brad Furman,119,Crime,Lakeshore Entertainment,582,6.9,2011,Thursday,March,Spring
3420,1.4810159999999999,57000000,149217355,Ghost Rider: Spirit of Vengeance,Nicolas Cage,Mark Neveldine|Brian Taylor,95,Action,Columbia Pictures,752,4.7,2011,Saturday,December,Winter
3421,1.4703629999999999,15000000,59389433,One Day,Anne Hathaway,Lone Scherfig,107,Drama,Film 4,591,6.9,2011,Wednesday,March,Spring
3423,1.465299,37000000,96047633,The Rite,Anthony Hopkins,Mikael HÃ¥fstrÃ¶m,114,Drama,New Line Cinema,320,5.7,2011,Friday,January,Winter
3424,1.425344,30000000,14460000,Winnie the Pooh,Jim Cummings,Stephen Anderson|Don Hall,63,Animation,Walt Disney Pictures,174,6.8,2011,Wednesday,April,Spring
3425,1.407986,75000000,132274484,The Three Musketeers,Milla Jovovich,Paul W.S. Anderson,110,Adventure,Impact Pictures,589,5.5,2011,Wednesday,August,Summer
3430,1.344998,60000000,78309131,Priest,Paul Bettany,Scott Stewart,87,Action,Screen Gems,439,5.3,2011,Thursday,May,Spring
3432,1.2851059999999999,12000000,22939027,Young Adult,Charlize Theron,Jason Reitman,94,Comedy,Paramount Pictures,219,5.2,2011,Friday,December,Winter
3433,1.246852,25000000,23057115,Warrior,Tom Hardy,Gavin O'Connor,140,Action,Solaris Film,768,7.6,2011,Friday,September,Fall
3434,1.2465950000000001,35000000,82087155,Abduction,Taylor Lautner,John Singleton,106,Thriller,Lions Gate Films,631,5.5,2011,Thursday,September,Fall
3435,1.246283,30000000,130786397,Unknown,Liam Neeson,Jaume Collet-Serra,113,Action,Studio Babelsberg,779,6.4,2011,Wednesday,February,Winter
3436,1.241191,50200000,127869379,The Adjustment Bureau,Matt Damon,George Nolfi,106,Thriller,Universal Pictures,1097,6.4,2011,Thursday,March,Spring
3437,1.240414,75000000,226904017,Immortals,Mickey Rourke,Tarsem Singh,110,Fantasy,Virgin Produced,596,5.6,2011,Thursday,November,Fall
3438,1.22871,250000,3542353,Like Crazy,Anton Yelchin,Drake Doremus,90,Drama,Paramount Vantage,257,6.4,2011,Friday,October,Fall
3439,1.21550499999999,30000000,36160375,Larry Crowne,Tom Hanks,Tom Hanks,98,Comedy,Universal Pictures,218,5.6,2011,Thursday,June,Summer
3440,1.21340499999999,40000000,97552050,Paul,Seth Rogen,Greg Mottola,104,Adventure,Universal Pictures,1143,6.4,2011,Monday,February,Winter
3443,1.205338,40000000,60965854,Colombiana,Zoe Saldana,Olivier Megaton,108,Action,TF1 Films Production,554,6.5,2011,Wednesday,July,Summer
3444,1.19533,70000000,202466756,Battle: Los Angeles,Aaron Eckhart,Jonathan Liebesman,116,Action,Columbia Pictures,1041,5.5,2011,Tuesday,March,Spring
3445,1.176723,47000000,157887643,Final Destination 5,Emma Bell,Steven Quale,92,Horror,New Line Cinema,493,5.9,2011,Friday,August,Summer
3446,1.128994,30000000,2527904,Machine Gun Preacher,Gerard Butler,Marc Forster,129,Action,Mpower Pictures,166,6.4,2011,Friday,September,Fall
3447,1.123666,79000000,149673788,Jack and Jill,Adam Sandler,Dennis Dugan,91,Comedy,Columbia Pictures,371,4.2,2011,Friday,November,Fall
3448,1.120851,20000000,30426096,What's Your Number?,Chris Evans,Mark Mylod,106,Comedy,Regency Enterprises,390,6.2,2011,Friday,September,Fall
3449,1.11981,40000000,88100000,Season of the Witch,Nicolas Cage,Dominic Sena,95,Adventure,Atlas Entertainment,453,5.2,2011,Friday,January,Winter
3450,1.116674,6400000,35057696,My Week with Marilyn,Michelle Williams,Simon Curtis,99,Drama,BBC Films,212,6.7,2011,Monday,October,Fall
3452,1.111078,50000000,120081841,We Bought a Zoo,Matt Damon,Cameron Crowe,124,Drama,Twentieth Century Fox Film Corporation,589,6.4,2011,Thursday,December,Winter
3454,1.107689,30000000,64626786,The Darkest Hour,Emile Hirsch,Chris Gorak,89,Horror,Summit Entertainment,309,4.7,2011,Sunday,December,Winter
3455,1.105855,25000000,124272124,The Help,Emma Stone,Tate Taylor,146,Drama,DreamWorks SKG,1056,7.6,2011,Tuesday,August,Summer
3456,1.102011,25000000,77278331,The Grey,Liam Neeson,Joe Carnahan,117,Action,Scott Free Productions,955,6.3,2011,Sunday,December,Winter
3457,1.081676,50000000,110206216,Moneyball,Brad Pitt,Bennett Miller,133,Drama,Columbia Pictures,899,6.9,2011,Thursday,September,Fall
3459,1.074793,16000000,40492759,The Roommate,Minka Kelly,Christian E. Christiansen,91,Thriller,Vertigo Entertainment,133,5.5,2011,Friday,February,Winter
3462,1.0583420000000001,120000000,227817248,The Green Hornet,Seth Rogen,Michel Gondry,119,Action,Original Film,854,5.4,2011,Wednesday,January,Winter
3463,1.055533,35000000,59901913,Something Borrowed,Kate Hudson,Luke Greenfield,112,Comedy,Alcon Entertainment,180,6.0,2011,Thursday,May,Spring
3464,1.0542559999999999,90000000,48795021,Conan the Barbarian,Jason Momoa,Marcus Nispel,113,Adventure,Dark Horse Entertainment,382,5.2,2011,Wednesday,August,Summer
3466,1.0488950000000001,45000000,160078586,Johnny English Reborn,Rowan Atkinson,Oliver Parker,101,Crime,Universal Pictures,689,6.0,2011,Thursday,September,Fall
3467,1.045866,60000000,135458097,Contagion,Matt Damon,Steven Soderbergh,106,Drama,Double Feature Films,852,6.1,2011,Thursday,September,Fall
3470,1.029084,17000000,43165571,Beastly,Alex Pettyfer,Daniel Barnz,86,Drama,CBS Films,507,6.0,2011,Friday,January,Winter
3471,1.024786,19000000,35387212,A Very Harold & Kumar Christmas,Neil Patrick Harris,Todd Strauss-Schulson,108,Comedy,New Line Cinema,186,6.0,2011,Friday,November,Fall
3472,1.013771,35000000,28128670,The Thing,Mary Elizabeth Winstead,Matthijs van Heijningen Jr.,103,Horror,Universal Pictures,479,6.0,2011,Wednesday,October,Fall
3473,1.013101,75000000,152930623,Tower Heist,Ben Stiller,Brett Ratner,104,Action,Universal Pictures,588,5.8,2011,Wednesday,November,Fall
3475,1.004841,49900000,26121638,Your Highness,Danny McBride,David Gordon Green,102,Adventure,Universal Pictures,289,5.1,2011,Friday,April,Spring
3480,0.9416040000000001,5000000,25562924,Apollo 18,Ryan Robbins,Gonzalo LÃ³pez-Gallego,86,Horror,Bazelevs Production,205,4.9,2011,Wednesday,July,Summer
3481,0.9348799999999999,17000000,24922237,Fright Night,Anton Yelchin,Craig Gillespie,106,Horror,Touchstone Pictures,328,6.1,2011,Thursday,August,Summer
3482,0.9309200000000001,130000000,150406466,Happy Feet Two,Elijah Wood,George Miller,100,Music,Village Roadshow Pictures,232,5.8,2011,Thursday,November,Fall
3483,0.929466,40000000,97138686,Scream 4,David Arquette,Wes Craven,111,Horror,Dimension Films,499,6.0,2011,Monday,April,Spring
3484,0.9216530000000001,150000000,38992758,Mars Needs Moms,Seth Green,Simon Wells,88,Adventure,Walt Disney Animation Studios,129,5.5,2011,Wednesday,March,Spring
3485,0.9197299999999999,14350531,3964682,Attack the Block,Nick Frost,Joe Cornish,88,Action,UK Film Council,427,6.4,2011,Thursday,May,Spring
3486,0.917718,21000000,72417394,Diary of a Wimpy Kid: Rodrick Rules,Zachary Gordon,David Bowers,99,Family,Fox 2000 Pictures,127,6.4,2011,Friday,March,Spring
3488,0.9079520000000001,40000000,55247881,Extremely Loud & Incredibly Close,Thomas Horn,Stephen Daldry,129,Drama,Paramount Pictures,463,7.0,2011,Saturday,December,Winter
3491,0.9033120000000001,21000000,970816,The Beaver,Jodie Foster,Jodie Foster,91,Drama,Summit Entertainment,144,6.0,2011,Friday,February,Winter
3492,0.897265,25000000,10324441,Straw Dogs,James Marsden,Rod Lurie,110,Thriller,Battleplan Productions,75,5.3,2011,Friday,September,Fall
3493,0.8958290000000001,10000000,136836156,The Best Exotic Marigold Hotel,Bill Nighy,John Madden,124,Drama,Participant Media,310,6.8,2011,Monday,November,Fall
